Name,Weight,Event,Time
Tressie Pollich,106,Thankgiving 2000,2000-11-30T05:21:16-06:00
Tressie Pollich,105,Thankgiving 2000,2000-11-30T06:28:58-06:00
Tressie Pollich,108,Thankgiving 2000,2000-11-30T07:48:56-06:00
Tressie Pollich,108,Thankgiving 2000,2000-11-30T08:41:56-06:00
Tressie Pollich,108,Thankgiving 2000,2000-11-30T09:48:50-06:00
Tressie Pollich,111,Thankgiving 2000,2000-11-30T010:32:32-06:00
Tressie Pollich,113,Thankgiving 2000,2000-11-30T011:15:27-06:00
Jillian Sawayn,101,Thankgiving 2000,2000-11-30T00:46:19-06:00
Maddison Gorczany,99,Fourth of July 2000,2000-07-04T00:27:16-06:00
Tyrell Sawayn,101,Fourth of July 2000,2000-07-04T00:40:27-06:00
Tyrell Sawayn,102,Fourth of July 2000,2000-07-04T01:10:40-06:00
Pinkie Gorczany,100,Fourth of July 2000,2000-07-04T00:40:16-06:00
Pinkie Gorczany,101,Fourth of July 2000,2000-07-04T01:29:41-06:00
Pinkie Gorczany,101,Fourth of July 2000,2000-07-04T02:22:46-06:00
Pinkie Gorczany,103,Fourth of July 2000,2000-07-04T03:53:32-06:00
Pinkie Gorczany,104,Fourth of July 2000,2000-07-04T04:18:47-06:00
Pinkie Gorczany,104,Fourth of July 2000,2000-07-04T05:25:30-06:00
Pinkie Gorczany,107,Fourth of July 2000,2000-07-04T06:22:29-06:00
Pinkie Gorczany,106,Fourth of July 2000,2000-07-04T07:15:52-06:00
Pinkie Gorczany,108,Fourth of July 2000,2000-07-04T08:14:20-06:00
Pinkie Gorczany,110,Fourth of July 2000,2000-07-04T09:22:33-06:00
Millie Pollich,99,Fourth of July 2000,2000-07-04T00:40:47-06:00
Millie Pollich,99,Fourth of July 2000,2000-07-04T01:19:42-06:00
Alexzander Pollich,101,Fourth of July 2000,2000-07-04T00:48:38-06:00
Alexzander Pollich,101,Fourth of July 2000,2000-07-04T01:36:19-06:00
Alexzander Pollich,101,Fourth of July 2000,2000-07-04T02:21:41-06:00
Alexzander Pollich,105,Fourth of July 2000,2000-07-04T03:43:30-06:00
Alexzander Pollich,103,Fourth of July 2000,2000-07-04T04:32:46-06:00
Alexzander Pollich,107,Fourth of July 2000,2000-07-04T05:49:51-06:00
Daphnee Pollich,102,Fourth of July 2000,2000-07-04T00:47:37-06:00
Daphnee Pollich,103,Fourth of July 2000,2000-07-04T01:44:53-06:00
Daphnee Pollich,102,Fourth of July 2000,2000-07-04T02:31:37-06:00
Daphnee Pollich,101,Fourth of July 2000,2000-07-04T03:33:20-06:00
Daphnee Pollich,105,Fourth of July 2000,2000-07-04T04:48:58-06:00
Crawford Sawayn,100,Fourth of July 2000,2000-07-04T00:28:10-06:00
Crawford Sawayn,100,Fourth of July 2000,2000-07-04T01:59:10-06:00
Lucinda Sawayn,100,Fourth of July 2000,2000-07-04T00:28:16-06:00
Lucinda Sawayn,102,Fourth of July 2000,2000-07-04T01:46:24-06:00
Lucinda Sawayn,101,Fourth of July 2000,2000-07-04T02:17:30-06:00
Lucinda Sawayn,105,Fourth of July 2000,2000-07-04T03:38:51-06:00
Lucinda Sawayn,104,Fourth of July 2000,2000-07-04T04:17:34-06:00
Lucinda Sawayn,104,Fourth of July 2000,2000-07-04T05:43:17-06:00
Lucinda Sawayn,105,Fourth of July 2000,2000-07-04T06:34:42-06:00
Lucinda Sawayn,105,Fourth of July 2000,2000-07-04T07:50:37-06:00
Lucinda Sawayn,110,Fourth of July 2000,2000-07-04T08:42:56-06:00
Lucinda Sawayn,111,Fourth of July 2000,2000-07-04T09:14:35-06:00
Tressie Pollich,101,Fourth of July 2000,2000-07-04T00:51:44-06:00
Tressie Pollich,102,Fourth of July 2000,2000-07-04T01:14:32-06:00
Tressie Pollich,100,Fourth of July 2000,2000-07-04T02:36:20-06:00
Tressie Pollich,103,Fourth of July 2000,2000-07-04T03:52:16-06:00
Tressie Pollich,106,Fourth of July 2000,2000-07-04T04:28:39-06:00
Tressie Pollich,104,Fourth of July 2000,2000-07-04T05:53:44-06:00
Tressie Pollich,108,Fourth of July 2000,2000-07-04T06:36:32-06:00
Tressie Pollich,107,Fourth of July 2000,2000-07-04T07:34:10-06:00
Tressie Pollich,109,Fourth of July 2000,2000-07-04T08:29:20-06:00
Tressie Pollich,111,Fourth of July 2000,2000-07-04T09:33:39-06:00
Jillian Sawayn,102,Fourth of July 2000,2000-07-04T00:53:16-06:00
Jillian Sawayn,99,Fourth of July 2000,2000-07-04T01:40:32-06:00
Jillian Sawayn,101,Fourth of July 2000,2000-07-04T02:45:43-06:00
Jillian Sawayn,102,Fourth of July 2000,2000-07-04T03:17:48-06:00
Jillian Sawayn,104,Fourth of July 2000,2000-07-04T04:33:39-06:00
Jillian Sawayn,104,Fourth of July 2000,2000-07-04T05:15:39-06:00
Jillian Sawayn,105,Fourth of July 2000,2000-07-04T06:50:33-06:00
Jillian Sawayn,105,Fourth of July 2000,2000-07-04T07:47:37-06:00
Jillian Sawayn,108,Fourth of July 2000,2000-07-04T08:56:57-06:00
Jillian Sawayn,111,Fourth of July 2000,2000-07-04T09:22:19-06:00
Maddison Gorczany,101,New Year's Eve 2000,2000-12-31T00:16:33-06:00
Maddison Gorczany,101,New Year's Eve 2000,2000-12-31T01:28:16-06:00
Maddison Gorczany,103,New Year's Eve 2000,2000-12-31T02:52:30-06:00
Maddison Gorczany,102,New Year's Eve 2000,2000-12-31T03:16:22-06:00
Maddison Gorczany,105,New Year's Eve 2000,2000-12-31T04:14:22-06:00
Tyrell Sawayn,100,New Year's Eve 2000,2000-12-31T00:43:39-06:00
Tyrell Sawayn,103,New Year's Eve 2000,2000-12-31T01:26:10-06:00
Tyrell Sawayn,104,New Year's Eve 2000,2000-12-31T02:14:39-06:00
Tyrell Sawayn,104,New Year's Eve 2000,2000-12-31T03:55:41-06:00
Tyrell Sawayn,106,New Year's Eve 2000,2000-12-31T04:40:47-06:00
Tyrell Sawayn,106,New Year's Eve 2000,2000-12-31T05:11:31-06:00
Tyrell Sawayn,106,New Year's Eve 2000,2000-12-31T06:50:48-06:00
Tyrell Sawayn,109,New Year's Eve 2000,2000-12-31T07:41:44-06:00
Tyrell Sawayn,107,New Year's Eve 2000,2000-12-31T08:29:54-06:00
Tyrell Sawayn,108,New Year's Eve 2000,2000-12-31T09:20:21-06:00
Tyrell Sawayn,108,New Year's Eve 2000,2000-12-31T010:20:36-06:00
Tyrell Sawayn,110,New Year's Eve 2000,2000-12-31T011:28:29-06:00
Tyrell Sawayn,114,New Year's Eve 2000,2000-12-31T012:56:54-06:00
Tyrell Sawayn,112,New Year's Eve 2000,2000-12-31T013:40:19-06:00
Tyrell Sawayn,116,New Year's Eve 2000,2000-12-31T014:37:22-06:00
Pinkie Gorczany,98,New Year's Eve 2000,2000-12-31T00:37:17-06:00
Pinkie Gorczany,99,New Year's Eve 2000,2000-12-31T01:44:20-06:00
Pinkie Gorczany,104,New Year's Eve 2000,2000-12-31T02:30:38-06:00
Pinkie Gorczany,103,New Year's Eve 2000,2000-12-31T03:23:50-06:00
Pinkie Gorczany,106,New Year's Eve 2000,2000-12-31T04:10:35-06:00
Pinkie Gorczany,106,New Year's Eve 2000,2000-12-31T05:57:40-06:00
Pinkie Gorczany,104,New Year's Eve 2000,2000-12-31T06:43:39-06:00
Pinkie Gorczany,106,New Year's Eve 2000,2000-12-31T07:58:14-06:00
Pinkie Gorczany,107,New Year's Eve 2000,2000-12-31T08:48:31-06:00
Pinkie Gorczany,108,New Year's Eve 2000,2000-12-31T09:40:55-06:00
Pinkie Gorczany,109,New Year's Eve 2000,2000-12-31T010:24:16-06:00
Pinkie Gorczany,112,New Year's Eve 2000,2000-12-31T011:51:16-06:00
Pinkie Gorczany,113,New Year's Eve 2000,2000-12-31T012:32:49-06:00
Pinkie Gorczany,112,New Year's Eve 2000,2000-12-31T013:22:48-06:00
Pinkie Gorczany,113,New Year's Eve 2000,2000-12-31T014:16:48-06:00
Millie Pollich,98,New Year's Eve 2000,2000-12-31T00:19:48-06:00
Millie Pollich,103,New Year's Eve 2000,2000-12-31T01:35:32-06:00
Millie Pollich,102,New Year's Eve 2000,2000-12-31T02:23:49-06:00
Millie Pollich,103,New Year's Eve 2000,2000-12-31T03:26:33-06:00
Millie Pollich,103,New Year's Eve 2000,2000-12-31T04:25:47-06:00
Millie Pollich,105,New Year's Eve 2000,2000-12-31T05:56:29-06:00
Millie Pollich,107,New Year's Eve 2000,2000-12-31T06:33:14-06:00
Millie Pollich,109,New Year's Eve 2000,2000-12-31T07:58:40-06:00
Alexzander Pollich,100,New Year's Eve 2000,2000-12-31T00:29:12-06:00
Alexzander Pollich,102,New Year's Eve 2000,2000-12-31T01:59:55-06:00
Alexzander Pollich,101,New Year's Eve 2000,2000-12-31T02:50:59-06:00
Alexzander Pollich,103,New Year's Eve 2000,2000-12-31T03:38:51-06:00
Alexzander Pollich,104,New Year's Eve 2000,2000-12-31T04:16:32-06:00
Alexzander Pollich,107,New Year's Eve 2000,2000-12-31T05:52:22-06:00
Alexzander Pollich,107,New Year's Eve 2000,2000-12-31T06:13:30-06:00
Alexzander Pollich,105,New Year's Eve 2000,2000-12-31T07:40:41-06:00
Daphnee Pollich,98,New Year's Eve 2000,2000-12-31T00:18:51-06:00
Daphnee Pollich,100,New Year's Eve 2000,2000-12-31T01:26:37-06:00
Daphnee Pollich,104,New Year's Eve 2000,2000-12-31T02:23:31-06:00
Daphnee Pollich,104,New Year's Eve 2000,2000-12-31T03:15:59-06:00
Daphnee Pollich,103,New Year's Eve 2000,2000-12-31T04:16:19-06:00
Daphnee Pollich,103,New Year's Eve 2000,2000-12-31T05:41:36-06:00
Daphnee Pollich,108,New Year's Eve 2000,2000-12-31T06:19:59-06:00
Daphnee Pollich,108,New Year's Eve 2000,2000-12-31T07:16:32-06:00
Crawford Sawayn,101,New Year's Eve 2000,2000-12-31T00:15:26-06:00
Crawford Sawayn,102,New Year's Eve 2000,2000-12-31T01:32:53-06:00
Crawford Sawayn,102,New Year's Eve 2000,2000-12-31T02:29:44-06:00
Crawford Sawayn,105,New Year's Eve 2000,2000-12-31T03:21:49-06:00
Crawford Sawayn,105,New Year's Eve 2000,2000-12-31T04:26:57-06:00
Crawford Sawayn,105,New Year's Eve 2000,2000-12-31T05:38:36-06:00
Lucinda Sawayn,102,New Year's Eve 2000,2000-12-31T00:48:10-06:00
Lucinda Sawayn,101,New Year's Eve 2000,2000-12-31T01:58:39-06:00
Lucinda Sawayn,104,New Year's Eve 2000,2000-12-31T02:12:18-06:00
Lucinda Sawayn,103,New Year's Eve 2000,2000-12-31T03:20:57-06:00
Lucinda Sawayn,105,New Year's Eve 2000,2000-12-31T04:44:53-06:00
Lucinda Sawayn,105,New Year's Eve 2000,2000-12-31T05:25:38-06:00
Lucinda Sawayn,106,New Year's Eve 2000,2000-12-31T06:49:10-06:00
Lucinda Sawayn,109,New Year's Eve 2000,2000-12-31T07:59:58-06:00
Lucinda Sawayn,110,New Year's Eve 2000,2000-12-31T08:20:25-06:00
Lucinda Sawayn,107,New Year's Eve 2000,2000-12-31T09:50:49-06:00
Lucinda Sawayn,112,New Year's Eve 2000,2000-12-31T010:45:58-06:00
Lucinda Sawayn,112,New Year's Eve 2000,2000-12-31T011:46:15-06:00
Tressie Pollich,100,New Year's Eve 2000,2000-12-31T00:19:36-06:00
Tressie Pollich,99,New Year's Eve 2000,2000-12-31T01:12:58-06:00
Tressie Pollich,100,New Year's Eve 2000,2000-12-31T02:20:36-06:00
Tressie Pollich,105,New Year's Eve 2000,2000-12-31T03:12:31-06:00
Tressie Pollich,105,New Year's Eve 2000,2000-12-31T04:57:55-06:00
Tressie Pollich,104,New Year's Eve 2000,2000-12-31T05:53:57-06:00
Tressie Pollich,107,New Year's Eve 2000,2000-12-31T06:41:10-06:00
Tressie Pollich,108,New Year's Eve 2000,2000-12-31T07:50:25-06:00
Tressie Pollich,108,New Year's Eve 2000,2000-12-31T08:40:30-06:00
Tressie Pollich,107,New Year's Eve 2000,2000-12-31T09:32:59-06:00
Tressie Pollich,109,New Year's Eve 2000,2000-12-31T010:25:21-06:00
Tressie Pollich,112,New Year's Eve 2000,2000-12-31T011:13:54-06:00
Jillian Sawayn,101,New Year's Eve 2000,2000-12-31T00:25:38-06:00
Jillian Sawayn,101,New Year's Eve 2000,2000-12-31T01:46:42-06:00
Jillian Sawayn,102,New Year's Eve 2000,2000-12-31T02:27:36-06:00
Jillian Sawayn,101,New Year's Eve 2000,2000-12-31T03:25:18-06:00
Jillian Sawayn,104,New Year's Eve 2000,2000-12-31T04:51:46-06:00
Jillian Sawayn,103,New Year's Eve 2000,2000-12-31T05:48:44-06:00
Maddison Gorczany,98,Labor Day 2000,2000-09-03T00:21:12-06:00
Maddison Gorczany,99,Labor Day 2000,2000-09-03T01:59:41-06:00
Maddison Gorczany,100,Labor Day 2000,2000-09-03T02:18:47-06:00
Maddison Gorczany,101,Labor Day 2000,2000-09-03T03:29:35-06:00
Maddison Gorczany,105,Labor Day 2000,2000-09-03T04:17:30-06:00
Maddison Gorczany,106,Labor Day 2000,2000-09-03T05:25:39-06:00
Tyrell Sawayn,100,Labor Day 2000,2000-09-03T00:13:42-06:00
Tyrell Sawayn,103,Labor Day 2000,2000-09-03T01:58:32-06:00
Tyrell Sawayn,100,Labor Day 2000,2000-09-03T02:36:32-06:00
Tyrell Sawayn,102,Labor Day 2000,2000-09-03T03:20:16-06:00
Tyrell Sawayn,105,Labor Day 2000,2000-09-03T04:13:32-06:00
Tyrell Sawayn,104,Labor Day 2000,2000-09-03T05:13:56-06:00
Tyrell Sawayn,107,Labor Day 2000,2000-09-03T06:33:51-06:00
Tyrell Sawayn,109,Labor Day 2000,2000-09-03T07:46:17-06:00
Tyrell Sawayn,110,Labor Day 2000,2000-09-03T08:55:59-06:00
Tyrell Sawayn,107,Labor Day 2000,2000-09-03T09:18:34-06:00
Tyrell Sawayn,109,Labor Day 2000,2000-09-03T010:33:44-06:00
Tyrell Sawayn,110,Labor Day 2000,2000-09-03T011:49:46-06:00
Pinkie Gorczany,101,Labor Day 2000,2000-09-03T00:50:45-06:00
Pinkie Gorczany,100,Labor Day 2000,2000-09-03T01:44:35-06:00
Pinkie Gorczany,103,Labor Day 2000,2000-09-03T02:57:52-06:00
Pinkie Gorczany,102,Labor Day 2000,2000-09-03T03:36:41-06:00
Pinkie Gorczany,105,Labor Day 2000,2000-09-03T04:10:23-06:00
Pinkie Gorczany,105,Labor Day 2000,2000-09-03T05:34:17-06:00
Millie Pollich,101,Labor Day 2000,2000-09-03T00:33:22-06:00
Millie Pollich,101,Labor Day 2000,2000-09-03T01:41:41-06:00
Millie Pollich,104,Labor Day 2000,2000-09-03T02:20:44-06:00
Millie Pollich,101,Labor Day 2000,2000-09-03T03:57:18-06:00
Millie Pollich,102,Labor Day 2000,2000-09-03T04:52:38-06:00
Millie Pollich,103,Labor Day 2000,2000-09-03T05:12:59-06:00
Alexzander Pollich,100,Labor Day 2000,2000-09-03T00:46:13-06:00
Alexzander Pollich,99,Labor Day 2000,2000-09-03T01:40:40-06:00
Alexzander Pollich,104,Labor Day 2000,2000-09-03T02:24:50-06:00
Alexzander Pollich,101,Labor Day 2000,2000-09-03T03:15:20-06:00
Alexzander Pollich,104,Labor Day 2000,2000-09-03T04:46:20-06:00
Daphnee Pollich,101,Labor Day 2000,2000-09-03T00:21:17-06:00
Daphnee Pollich,100,Labor Day 2000,2000-09-03T01:35:18-06:00
Daphnee Pollich,104,Labor Day 2000,2000-09-03T02:49:53-06:00
Daphnee Pollich,103,Labor Day 2000,2000-09-03T03:12:57-06:00
Daphnee Pollich,103,Labor Day 2000,2000-09-03T04:11:16-06:00
Daphnee Pollich,105,Labor Day 2000,2000-09-03T05:10:49-06:00
Crawford Sawayn,98,Labor Day 2000,2000-09-03T00:45:15-06:00
Crawford Sawayn,101,Labor Day 2000,2000-09-03T01:31:14-06:00
Crawford Sawayn,101,Labor Day 2000,2000-09-03T02:14:25-06:00
Crawford Sawayn,102,Labor Day 2000,2000-09-03T03:34:10-06:00
Crawford Sawayn,104,Labor Day 2000,2000-09-03T04:46:24-06:00
Crawford Sawayn,104,Labor Day 2000,2000-09-03T05:25:14-06:00
Crawford Sawayn,106,Labor Day 2000,2000-09-03T06:34:57-06:00
Crawford Sawayn,109,Labor Day 2000,2000-09-03T07:26:48-06:00
Crawford Sawayn,108,Labor Day 2000,2000-09-03T08:51:55-06:00
Crawford Sawayn,107,Labor Day 2000,2000-09-03T09:52:57-06:00
Crawford Sawayn,108,Labor Day 2000,2000-09-03T010:45:23-06:00
Crawford Sawayn,112,Labor Day 2000,2000-09-03T011:34:12-06:00
Lucinda Sawayn,101,Labor Day 2000,2000-09-03T00:56:21-06:00
Lucinda Sawayn,101,Labor Day 2000,2000-09-03T01:18:50-06:00
Lucinda Sawayn,104,Labor Day 2000,2000-09-03T02:28:24-06:00
Lucinda Sawayn,105,Labor Day 2000,2000-09-03T03:38:59-06:00
Lucinda Sawayn,104,Labor Day 2000,2000-09-03T04:45:40-06:00
Lucinda Sawayn,103,Labor Day 2000,2000-09-03T05:10:15-06:00
Lucinda Sawayn,108,Labor Day 2000,2000-09-03T06:59:42-06:00
Lucinda Sawayn,108,Labor Day 2000,2000-09-03T07:41:57-06:00
Lucinda Sawayn,110,Labor Day 2000,2000-09-03T08:28:35-06:00
Lucinda Sawayn,107,Labor Day 2000,2000-09-03T09:15:34-06:00
Lucinda Sawayn,110,Labor Day 2000,2000-09-03T010:57:19-06:00
Lucinda Sawayn,111,Labor Day 2000,2000-09-03T011:24:12-06:00
Tressie Pollich,101,Labor Day 2000,2000-09-03T00:36:43-06:00
Tressie Pollich,100,Labor Day 2000,2000-09-03T01:50:57-06:00
Tressie Pollich,104,Labor Day 2000,2000-09-03T02:59:30-06:00
Tressie Pollich,101,Labor Day 2000,2000-09-03T03:24:15-06:00
Tressie Pollich,103,Labor Day 2000,2000-09-03T04:29:43-06:00
Tressie Pollich,104,Labor Day 2000,2000-09-03T05:17:14-06:00
Tressie Pollich,105,Labor Day 2000,2000-09-03T06:10:16-06:00
Tressie Pollich,105,Labor Day 2000,2000-09-03T07:36:35-06:00
Tressie Pollich,106,Labor Day 2000,2000-09-03T08:33:51-06:00
Tressie Pollich,111,Labor Day 2000,2000-09-03T09:12:53-06:00
Tressie Pollich,110,Labor Day 2000,2000-09-03T010:15:56-06:00
Tressie Pollich,112,Labor Day 2000,2000-09-03T011:48:18-06:00
Tressie Pollich,112,Labor Day 2000,2000-09-03T012:35:31-06:00
Tressie Pollich,112,Labor Day 2000,2000-09-03T013:46:11-06:00
Tressie Pollich,115,Labor Day 2000,2000-09-03T014:53:33-06:00
Jillian Sawayn,98,Labor Day 2000,2000-09-03T00:44:30-06:00
Maddison Gorczany,101,Halloween 2000,2000-10-31T00:28:48-06:00
Maddison Gorczany,101,Halloween 2000,2000-10-31T01:33:49-06:00
Maddison Gorczany,101,Halloween 2000,2000-10-31T02:16:44-06:00
Maddison Gorczany,101,Halloween 2000,2000-10-31T03:52:16-06:00
Maddison Gorczany,106,Halloween 2000,2000-10-31T04:31:17-06:00
Maddison Gorczany,106,Halloween 2000,2000-10-31T05:47:26-06:00
Tyrell Sawayn,98,Halloween 2000,2000-10-31T00:27:33-06:00
Tyrell Sawayn,102,Halloween 2000,2000-10-31T01:12:26-06:00
Tyrell Sawayn,102,Halloween 2000,2000-10-31T02:52:16-06:00
Tyrell Sawayn,105,Halloween 2000,2000-10-31T03:34:23-06:00
Tyrell Sawayn,106,Halloween 2000,2000-10-31T04:23:42-06:00
Pinkie Gorczany,99,Halloween 2000,2000-10-31T00:14:14-06:00
Pinkie Gorczany,102,Halloween 2000,2000-10-31T01:36:44-06:00
Pinkie Gorczany,100,Halloween 2000,2000-10-31T02:52:24-06:00
Pinkie Gorczany,101,Halloween 2000,2000-10-31T03:39:28-06:00
Pinkie Gorczany,106,Halloween 2000,2000-10-31T04:22:22-06:00
Millie Pollich,101,Halloween 2000,2000-10-31T00:48:31-06:00
Millie Pollich,100,Halloween 2000,2000-10-31T01:56:39-06:00
Millie Pollich,104,Halloween 2000,2000-10-31T02:28:10-06:00
Millie Pollich,105,Halloween 2000,2000-10-31T03:13:34-06:00
Millie Pollich,105,Halloween 2000,2000-10-31T04:51:54-06:00
Alexzander Pollich,98,Halloween 2000,2000-10-31T00:30:56-06:00
Alexzander Pollich,100,Halloween 2000,2000-10-31T01:49:20-06:00
Alexzander Pollich,100,Halloween 2000,2000-10-31T02:44:51-06:00
Alexzander Pollich,103,Halloween 2000,2000-10-31T03:23:13-06:00
Alexzander Pollich,104,Halloween 2000,2000-10-31T04:57:21-06:00
Alexzander Pollich,107,Halloween 2000,2000-10-31T05:25:47-06:00
Alexzander Pollich,108,Halloween 2000,2000-10-31T06:25:11-06:00
Alexzander Pollich,106,Halloween 2000,2000-10-31T07:44:37-06:00
Alexzander Pollich,109,Halloween 2000,2000-10-31T08:46:38-06:00
Alexzander Pollich,111,Halloween 2000,2000-10-31T09:57:27-06:00
Alexzander Pollich,108,Halloween 2000,2000-10-31T010:31:13-06:00
Alexzander Pollich,111,Halloween 2000,2000-10-31T011:33:53-06:00
Daphnee Pollich,102,Halloween 2000,2000-10-31T00:54:45-06:00
Daphnee Pollich,101,Halloween 2000,2000-10-31T01:23:27-06:00
Daphnee Pollich,103,Halloween 2000,2000-10-31T02:46:33-06:00
Daphnee Pollich,102,Halloween 2000,2000-10-31T03:54:19-06:00
Daphnee Pollich,105,Halloween 2000,2000-10-31T04:37:39-06:00
Daphnee Pollich,105,Halloween 2000,2000-10-31T05:48:58-06:00
Crawford Sawayn,99,Halloween 2000,2000-10-31T00:26:36-06:00
Crawford Sawayn,99,Halloween 2000,2000-10-31T01:14:43-06:00
Crawford Sawayn,103,Halloween 2000,2000-10-31T02:24:59-06:00
Crawford Sawayn,105,Halloween 2000,2000-10-31T03:19:54-06:00
Crawford Sawayn,104,Halloween 2000,2000-10-31T04:39:30-06:00
Lucinda Sawayn,98,Halloween 2000,2000-10-31T00:39:24-06:00
Lucinda Sawayn,101,Halloween 2000,2000-10-31T01:25:15-06:00
Lucinda Sawayn,100,Halloween 2000,2000-10-31T02:31:53-06:00
Lucinda Sawayn,103,Halloween 2000,2000-10-31T03:17:43-06:00
Lucinda Sawayn,105,Halloween 2000,2000-10-31T04:37:18-06:00
Lucinda Sawayn,107,Halloween 2000,2000-10-31T05:19:44-06:00
Lucinda Sawayn,105,Halloween 2000,2000-10-31T06:40:56-06:00
Lucinda Sawayn,107,Halloween 2000,2000-10-31T07:48:38-06:00
Lucinda Sawayn,107,Halloween 2000,2000-10-31T08:23:29-06:00
Lucinda Sawayn,111,Halloween 2000,2000-10-31T09:47:33-06:00
Lucinda Sawayn,110,Halloween 2000,2000-10-31T010:20:53-06:00
Lucinda Sawayn,112,Halloween 2000,2000-10-31T011:33:48-06:00
Tressie Pollich,98,Halloween 2000,2000-10-31T00:26:43-06:00
Tressie Pollich,102,Halloween 2000,2000-10-31T01:11:19-06:00
Tressie Pollich,103,Halloween 2000,2000-10-31T02:33:39-06:00
Tressie Pollich,102,Halloween 2000,2000-10-31T03:26:26-06:00
Tressie Pollich,105,Halloween 2000,2000-10-31T04:27:29-06:00
Tressie Pollich,104,Halloween 2000,2000-10-31T05:51:26-06:00
Tressie Pollich,107,Halloween 2000,2000-10-31T06:38:20-06:00
Tressie Pollich,107,Halloween 2000,2000-10-31T07:33:39-06:00
Tressie Pollich,106,Halloween 2000,2000-10-31T08:45:33-06:00
Tressie Pollich,109,Halloween 2000,2000-10-31T09:20:36-06:00
Jillian Sawayn,101,Halloween 2000,2000-10-31T00:37:28-06:00
Jillian Sawayn,100,Halloween 2000,2000-10-31T01:57:41-06:00
Jillian Sawayn,102,Halloween 2000,2000-10-31T02:16:12-06:00
Jillian Sawayn,105,Halloween 2000,2000-10-31T03:28:57-06:00
Jillian Sawayn,102,Halloween 2000,2000-10-31T04:16:59-06:00
Jillian Sawayn,103,Halloween 2000,2000-10-31T05:52:22-06:00
Maddison Gorczany,102,Thankgiving 2001,2001-11-30T00:49:40-06:00
Maddison Gorczany,99,Thankgiving 2001,2001-11-30T01:51:18-06:00
Maddison Gorczany,100,Thankgiving 2001,2001-11-30T02:20:18-06:00
Maddison Gorczany,105,Thankgiving 2001,2001-11-30T03:15:25-06:00
Maddison Gorczany,105,Thankgiving 2001,2001-11-30T04:18:58-06:00
Maddison Gorczany,104,Thankgiving 2001,2001-11-30T05:50:54-06:00
Maddison Gorczany,108,Thankgiving 2001,2001-11-30T06:13:46-06:00
Maddison Gorczany,108,Thankgiving 2001,2001-11-30T07:56:46-06:00
Maddison Gorczany,107,Thankgiving 2001,2001-11-30T08:24:35-06:00
Maddison Gorczany,111,Thankgiving 2001,2001-11-30T09:56:22-06:00
Maddison Gorczany,112,Thankgiving 2001,2001-11-30T010:19:53-06:00
Maddison Gorczany,109,Thankgiving 2001,2001-11-30T011:57:47-06:00
Maddison Gorczany,113,Thankgiving 2001,2001-11-30T012:23:21-06:00
Maddison Gorczany,111,Thankgiving 2001,2001-11-30T013:26:48-06:00
Maddison Gorczany,114,Thankgiving 2001,2001-11-30T014:43:24-06:00
Tyrell Sawayn,101,Thankgiving 2001,2001-11-30T00:10:24-06:00
Tyrell Sawayn,99,Thankgiving 2001,2001-11-30T01:55:44-06:00
Tyrell Sawayn,100,Thankgiving 2001,2001-11-30T02:51:45-06:00
Tyrell Sawayn,104,Thankgiving 2001,2001-11-30T03:14:14-06:00
Tyrell Sawayn,104,Thankgiving 2001,2001-11-30T04:18:15-06:00
Tyrell Sawayn,103,Thankgiving 2001,2001-11-30T05:23:44-06:00
Tyrell Sawayn,104,Thankgiving 2001,2001-11-30T06:49:54-06:00
Tyrell Sawayn,108,Thankgiving 2001,2001-11-30T07:23:45-06:00
Tyrell Sawayn,106,Thankgiving 2001,2001-11-30T08:26:42-06:00
Tyrell Sawayn,110,Thankgiving 2001,2001-11-30T09:54:14-06:00
Tyrell Sawayn,111,Thankgiving 2001,2001-11-30T010:54:16-06:00
Tyrell Sawayn,110,Thankgiving 2001,2001-11-30T011:47:34-06:00
Pinkie Gorczany,102,Thankgiving 2001,2001-11-30T00:57:16-06:00
Pinkie Gorczany,100,Thankgiving 2001,2001-11-30T01:11:34-06:00
Pinkie Gorczany,100,Thankgiving 2001,2001-11-30T02:27:31-06:00
Pinkie Gorczany,101,Thankgiving 2001,2001-11-30T03:45:34-06:00
Pinkie Gorczany,102,Thankgiving 2001,2001-11-30T04:15:29-06:00
Pinkie Gorczany,104,Thankgiving 2001,2001-11-30T05:21:45-06:00
Pinkie Gorczany,105,Thankgiving 2001,2001-11-30T06:59:11-06:00
Pinkie Gorczany,105,Thankgiving 2001,2001-11-30T07:20:10-06:00
Pinkie Gorczany,107,Thankgiving 2001,2001-11-30T08:54:20-06:00
Pinkie Gorczany,108,Thankgiving 2001,2001-11-30T09:50:59-06:00
Pinkie Gorczany,112,Thankgiving 2001,2001-11-30T010:30:46-06:00
Pinkie Gorczany,112,Thankgiving 2001,2001-11-30T011:15:59-06:00
Millie Pollich,102,Thankgiving 2001,2001-11-30T00:20:31-06:00
Millie Pollich,103,Thankgiving 2001,2001-11-30T01:48:37-06:00
Millie Pollich,100,Thankgiving 2001,2001-11-30T02:58:13-06:00
Millie Pollich,105,Thankgiving 2001,2001-11-30T03:26:40-06:00
Millie Pollich,106,Thankgiving 2001,2001-11-30T04:53:32-06:00
Millie Pollich,104,Thankgiving 2001,2001-11-30T05:25:24-06:00
Alexzander Pollich,100,Thankgiving 2001,2001-11-30T00:57:57-06:00
Alexzander Pollich,101,Thankgiving 2001,2001-11-30T01:57:41-06:00
